created_at             ,entry_id,field1,field2,field5  --FROM THE ORIGINAL---
2022-04-23 22:17:20 UTC,      43,    21,  50.6,   -79  21.0,  50.6,  -79,    
2022-04-23 22:17:50 UTC,      44,    21,  50.6,   -73  21.0,  50.6,  -73,    
2022-04-23 22:18:20 UTC,      45,    21,  50.5,   -75  21.0,  50.5,  -75,    
2022-04-23 22:18:50 UTC,      46,    21,  50.4,   -66  21.0,  50.4,  -66,    
2022-04-23 22:19:21 UTC,      47,  20.9,  50.3,   -74  20.9,  50.3,  -74,    
2022-04-23 22:19:54 UTC,      48,    21,  50.2,   -72  21.0,  50.2,  -72,    
2022-04-23 22:20:22 UTC,      49,  20.9,  50.1,   -66  20.9,  50.1,  -66,    
2022-04-23 22:20:50 UTC,      50,  20.9,  50.1,   -66  20.9,  50.1,  -66,    
2022-04-23 22:21:20 UTC,      51,  20.9,    50,   -72  20.9,  50.0,  -72,    
2022-04-23 22:21:50 UTC,      52,  20.9,  49.9,   -67  20.9,  49.9,  -67,    
2022-04-23 22:22:22 UTC,      53,  20.9,  49.8,   -64  20.9,  49.8,  -64,    
2022-04-23 22:22:52 UTC,      54,  20.9,  49.8,   -65  20.9,  49.8,  -65,    
2022-04-23 22:23:21 UTC,      55,  20.9,  49.7,   -80  20.9,  49.7,  -80,    
2022-04-23 22:23:50 UTC,      56,  20.9,  49.7,   -64  20.9,  49.7,  -64,    
2022-04-23 22:24:23 UTC,      57,  20.9,  49.6,   -83  20.9,  49.6,  -83,    
2022-04-23 22:24:52 UTC,      58,    21,  49.6,   -64  21.0,  49.6,  -64,    
2022-04-23 22:25:23 UTC,      59,  20.9,  49.6,   -66  20.9,  49.6,  -66,    
2022-04-23 22:25:50 UTC,      60,  20.9,  49.5,   -64  20.9,  49.5,  -64,    
2022-04-23 22:26:20 UTC,      61,  20.9,  49.5,   -65  20.9,  49.5,  -65,    
2022-04-23 22:26:51 UTC,      62,  20.9,  49.5,   -79  20.9,  49.5,  -79,    
2022-04-23 22:27:21 UTC,      63,  20.9,  49.5,   -63  20.9,  49.5,  -63,    
2022-04-23 22:27:51 UTC,      64,  20.9,  49.4,   -72  20.9,  49.4,  -72,    
2022-04-23 22:28:22 UTC,      65,  20.9,  49.4,   -65  20.9,  49.4,  -65,    
2022-04-23 22:28:52 UTC,      66,  20.9,  49.3,   -65  20.9,  49.3,  -65,    
2022-04-23 22:29:21 UTC,      67,  20.9,  49.3,   -77  20.9,  49.3,  -77,    
2022-04-23 22:29:54 UTC,      68,  20.9,  49.4,   -73  20.9,  49.4,  -73,    
2022-04-23 22:30:20 UTC,      69,  20.9,  49.4,   -65  20.9,  49.4,  -65,    
2022-04-23 22:30:50 UTC,      70,  20.9,  49.4,   -64  20.9,  49.4,  -64,    
2022-04-23 22:31:21 UTC,      71,  20.9,  49.4,   -64  20.9,  49.4,  -64,    
2022-04-23 22:31:51 UTC,      72,  20.9,  49.4,   -66  20.9,  49.4,  -66,    
2022-04-23 22:32:21 UTC,      73,  20.9,  49.4,   -66  20.9,  49.4,  -66,    
2022-04-23 22:32:51 UTC,      74,  20.9,  49.4,   -64  20.9,  49.4,  -64,    
2022-04-23 22:33:20 UTC,      75,  20.9,  49.4,   -66  20.9,  49.4,  -66,    
2022-04-23 22:33:53 UTC,      76,  20.9,  49.3,   -64  20.9,  49.3,  -64,    
2022-04-23 22:34:21 UTC,      77,  20.9,  49.3,   -64  20.9,  49.3,  -64,    
2022-04-23 22:34:50 UTC,      78,  20.9,  49.3,   -66  20.9,  49.3,  -66,    
2022-04-23 22:35:21 UTC,      79,  20.9,  49.4,   -75  20.9,  49.4,  -75,    
2022-04-23 22:35:51 UTC,      80,  20.9,  49.4,   -66  20.9,  49.4,  -66,    
2022-04-23 22:36:21 UTC,      81,  20.9,  49.6,   -65  20.9,  49.6,  -65,    
2022-04-23 22:36:51 UTC,      82,  20.9,  49.7,   -64  20.9,  49.7,  -64,    
2022-04-23 22:37:21 UTC,      83,  20.9,  49.7,   -63  20.9,  49.7,  -63,    
2022-04-23 22:37:51 UTC,      84,  20.8,  49.7,   -73  20.8,  49.7,  -73,    
2022-04-23 22:38:21 UTC,      85,  20.8,  49.7,   -65  20.8,  49.7,  -65,    
2022-04-23 22:38:51 UTC,      86,  20.8,  49.7,   -81  20.8,  49.7,  -81,    
2022-04-23 22:39:21 UTC,      87,  20.8,  49.6,   -66  20.8,  49.6,  -66,    
2022-04-23 22:39:51 UTC,      88,  20.8,  49.6,   -78  20.8,  49.6,  -78,    
2022-04-23 22:40:21 UTC,      89,  20.8,  49.6,   -63  20.8,  49.6,  -63,    
2022-04-23 22:40:52 UTC,      90,  20.8,  49.6,   -65  20.8,  49.6,  -65,    
2022-04-23 22:41:22 UTC,      91,  20.8,  49.5,   -66  20.8,  49.5,  -66,    
2022-04-23 22:41:51 UTC,      92,  20.8,  49.5,   -63  20.8,  49.5,  -63,    
2022-04-23 22:42:22 UTC,      93,  20.8,  49.5,   -66  20.8,  49.5,  -66,    
2022-04-23 22:42:51 UTC,      94,  20.8,  49.4,   -63  20.8,  49.4,  -63,    
2022-04-23 22:43:21 UTC,      95,  20.8,  49.4,   -65  20.8,  49.4,  -65,    
2022-04-23 22:43:51 UTC,      96,  20.8,  49.4,   -66  20.8,  49.4,  -66,    
2022-04-23 22:44:22 UTC,      97,  20.8,  49.3,   -62  20.8,  49.3,  -62,    
2022-04-23 22:44:51 UTC,      98,  20.8,  49.3,   -66  20.8,  49.3,  -66,    
2022-04-23 22:45:21 UTC,      99,  20.8,  49.3,   -80  20.8,  49.3,  -80,    
2022-04-23 22:45:51 UTC,     100,  20.7,  49.2,   -65  20.7,  49.2,  -65,    
																     
